project,class
freemind,LicenseAction
findbugs,ListBugDatabaseInfoCommandLine
jfreechart,AxisLocationTests
tapestry,URLRewriterRequestFilterTest
freecs,User
proguard,MethodInvocationMarker
tapestry,DefaultInjectionProvider
poi,TestYearFracCalculator
picocontainer,Parameter
jgroups,HeartbeatSender
maven,ProjectBuildingResult
jasperreports,EllipseDrawer
poi,CustomProperty
aoi,PropertyEditor
lucene,FragmentQueue
freecol,NationSummary
xalan,UnionPathIterator
webmail,SimpleStorage
jmeter,Table
ganttproject,ColorConstants
sandmark,HalsteadAppLengthMeasure
findbugs,FindHEmismatch
pmd,Metric
castor,XMLFieldHandler
xalan,ExtensionHandler
jasperreports,XmlNamespace
pooka,ConfigurablePropertyEditorListener
junit,TestSetup
jasperreports,JRCompilationUnit
fitjava,RowFixtureTest
itext,PdfViewerPreferencesImp
jgrapht,Node
lucene,LovinsStemmer
pmd,LanguageAttribute
drawswf,AboutAction
jfreechart,DateTitle
webmail,URLHandlerTree
galleon,DesktopOptionsPanel
columba,ExternalToolsManager
jfreechart,DefaultXYDataset
drjava,1
poi,PieceDescriptor
findbugs,FindReturnRef
tomcat,AbstractRulesImpl
pmd,SourceTypeDiscovererTest
tapestry,InjectComponentWorker
poi,TestHSSFWorkbook
exoportal,UIJCRNodeInfo
xalan,ArgExtOwner
lucene,DocFieldProcessorPerThread
jhotdraw,AbstractApplication
log4j,ControlPanel
jchempaint,JChemPaintMenuHelper
freemind,NodeDownAction
jung,L2RTreeLayoutDemo
columba,GuiItem
weka,MultiFilter
jasml,Constant_Long
jhotdraw,EditorColorChooserAction
galleon,TheaterManager
axion,CheckFileStateCommand
jrat,ExceptionDialog
drjava,QuestionCurrLineStartsWithSkipComments
displaytag,PageNumber
freecs,TemplateSet
jsXe,DocumentBufferOptionsPanel
ganttproject,Shape
poi,SVRowHeader
xalan,XNodeSet
columba,FetchNewMessagesCommand
freecol,AbstractMission
freecol,FoundingFatherType
log4j,OptionConverter
tapestry,MethodAdviceReceiver
sunflow,BenchmarkFramework
columba,MultipartEncryptedRenderer
megamek,InfantryArchaicDaikyuBowWeapon
jruby,StaticFieldSetterInstaller
jspwiki,IteratorTag
jasperreports,JRBigDecimalSumIncrementer
weka,DatabaseConnectionDialog
jmeter,Header
argouml,EvaluateInvariant
exoportal,KeywordFieldSearchInput
jfreechart,EmptyBlock
pooka,ReadMessageInternalFrame
ganttproject,ChartModelBase
rssowl,FolderNewsMark
marauroa,MessageS2CPerception
jspwiki,AuthorizerCallback
drjava,ProcessChain
jena,SimpleQueryEngine
lucene,LetterTokenizer
megamek,InfantrySupportGrenadeLauncherWeapon
jchempaint,DoubleArrayResult
roller,ThemeTemplate
jhotdraw,Double
openjms,OpenJMSTopicFolder
colt,Property
weka,RepeatedHillClimber
tapestry,ThunkCreatorImpl
xalan,LessThanComparator
jena,ValuatorSet
weka,DatabaseLoader
axion,NullConstraint
findbugs,WaitInLoop
htmlunit,DefaultPageCreatorTest
jext,PrintText
xerces,SimpleXMLSchema
jruby,RubyFileTest
drjava,LineEnumColorOptionListener
jfreechart,PointerNeedle
findbugs,IsNullValueDataflow
hsqldb,HsqlNameManager
jena,InnerXMLLiteral
weka,TrainingTask
jmeter,SplineVisualizer
freemind,UseRichFormattingAction
jgrapht,AllAlgTests
jhotdraw,LabeledLineConnectionFigureSample
columba,FilterUIExtensionHandler
tapestry,PageRenderDispatcherTest
megamek,ClientDialog
columba,SessionController
megamek,MineChoicePanel
jedit,SelectionHandler
jasperreports,JRBaseLinePlot
xmojo,ReflectionException
tomcat,NamedAttribute
sandmark,AssignLV
quartz,SimpleTriggerTest
jchempaint,RadicalChargeSiteInitiationReaction
lucene,Direct8
displaytag,ColumnTagBeanInfo
megamek,AbstractPhaseDisplay
exoportal,UIPageBrowser
jasperreports,JRBaseSubreportParameter
ivatagroupware,PasswordAction
tapestry,CheckForUpdatesFilter
jext,WingComment
castor,GDay
drjava,VectorOptionTest
jext,PrevLineIndent
castor,MappingTool
argouml,AbstractFigNode
tomcat,JspApplicationContextImpl
tomcat,ContextResourceMBean
jruby,BasicObjectStubGenerator
jhotdraw,GroupFigure
sandmark,DynamicRecognizeButton
displaytag,CollectionUtil
castor,ComplexContentUnmarshaller
quickserver,ClientHandlerObjectFactory
struts,ActionParamsMethodLevelAction
poi,TestPointerFactory
axion,LazyRowRowIterator
tapestry,ComponentTemplateSourceImpl
displaytag,ClasspathEntityResolver
poi,TestCellReference
ganttproject,UndoAction
htmlunit,BrowserVersion
htmlunit,IsDescendantOfContextualFormFunction
jmeter,XMLSchemaAssertionGUI
jgrapht,EdgeReversedGraph
findbugs,LineNumberMapBuilder
velocity,MapFactory
openjms,OpenJMSConsumerFolder
jruby,PreManyRest0Post0BlockAssigner
castor,Consumer
poi,RawDataUtil
lucene,PersistentSnapshotDeletionPolicy
tomcat,ValidationMessage
jext,DnDHandler
wct,AnnotationDAOImpl
xerces,DurationDV
poi,POIFSDocument
freecol,BuildQueue
heritrix,ReplayCharSequence
picocontainer,Injectors
jmeter,LdapExtTestSamplerGui
tapestry,RequestErrorFilter
argouml,FigState
jext,MyMetalComboBoxButton
c_jdbc,VariablePoolConnectionManagerTest
jung,Graph
jena,TupleSet
weka,KStarNominalAttribute
sandmark,ProgramObjectPropertyInfo
wct,CreateUserValidator
itext,PngWriter
freecol,TerrainGenerator
tapestry,RenderQueueImplTest
heritrix,HttpRecorderGetMethod
xerces,XSAttributeDecl
freecol,Goods
poi,XMLParagraph
jparse,ForAST
tomcat,AjpProcessor
jasperreports,CompiledBarcodeFactory
tapestry,29
freemind,RemoveIconAction
megamek,ExportListCommand
weka,GainRatioAttributeEval
weka,LegendPanel
jmeter,PackageTest
htmlunit,XMLSerializerTest
castor,GlobalDatabaseImpl
megamek,BoardEditor
jsXe,MoreMenu
jmeter,OrderPreservingLogParser
quartz,TriggerUtils
freemind,EncryptedBrowseNode
argouml,ActionSaveDiagramToClipboard
columba,SizeCriteriaRow
velocity,ASTElseStatement
poi,FunctionDataCollector
poi,BitMaskTextProp
poi,PPDrawing
jedit,Decrease
jruby,FCallSpecialArgBlockNode
jext,JextToolBar
proguard,ClassPool
jruby,TempfileLibrary
jasml,Constant_InterfaceMethodref
tapestry,PerthreadManagerImplTest
emma,Command
jchempaint,AdductionProtonLPReaction
findbugs,MineBugHistoryTask
sandmark,HalsteadMethodEffortMeasure
lucene,Packed32
drjava,StringNode
lucene,ReplaceableTermAttribute
drjava,ScrollableListSelectionDialogTest
jfreechart,KeyedValues
xerces,XSDElementTraverser
argouml,SelectionNodeClarifiers2
drjava,PreviewConsoleFrame
tapestry,RenderAttribute
heritrix,ExternalImplDecideRule
drjava,PreviousWordAction
tapestry,FlashPersistentFieldStrategyTest
fitlibraryforfitnesse,ExceptionThrownByNestedParse
antlr,BufferedTreeNodeStream
jgraph,OverviewExample
xalan,ElemCopy
lucene,QueryNodeProcessorPipeline
jedit,WhitespaceRule
poi,StringEval
jasperreports,JRBasePieDataset
freecol,ShowMonarchPanelSwingTask
jasperreports,FillBarDataset
james,MimeMessageWrapper
argouml,NodeInstanceNotationUml
jpf,ExtensionPoint
jgroups,TwoPhaseVotingAdapter
jasperreports,ArbitraryExpressionFactory
drjava,FileProperty
argouml,StylePanelFigUseCase
columba,SaveMessageCommand
jruby,Rational
galleon,NetworkInfo
heritrix,MirrorWriterProcessor
jasperreports,JRTemplateRectangle
wct,HierarchicalPermissionMappingStrategy
sunflow,ImageBasedLight
castor,MssqlGenerator
jgraph,MyPortView
hsqldb,DataOutputStream
proguard,ConvertedCharacterValue
velocity,MultipleFileResourcePathTestCase
castor,FieldPair
jgrapht,GraphTests
james,SimpleImapMessage
jruby,LoadedFeatures
sandmark,InsertOpaquePred
xalan,XNumber
colt,ByteArrayList
jhotdraw,ModelHandler
megamek,WeightedComparator
xalan,WalkingIterator
jasperreports,JRDesignBand
cobertura,IncludeClasses
velocity,Log4JLogChute
drjava,IndentRuleWithTrace
drjava,DefaultGlobalModel
freecs,HTTPRequest
jhotdraw,ButtonFactory
exoportal,SkinConfig
jasperreports,JRGanttChartFactory
xalan,ExtendedContentHandler
maven,Artifact
columba,TableMouseListener
weka,ASSearch
proguard,AttributeAdder
jspwiki,TranslatorReader
freecol,FreeColObject
freecol,UnitSeekAndDestroyMissionTest
findbugs,Entry
itext,RichMediaParams
poi,UnhandledDataStructure
fitlibraryforfitnesse,SystemUnderTest
heritrix,Robotstxt
struts,StrutsMockHttpServletRequest
castor,AttributeGroupDecl
argouml,ParameterDeclaration
lucene,Packed64
ganttproject,TimeUnitFunctionOfDate
roller,Entry
james,SenderInFakeDomain
ganttproject,GanttXMLOptionsParser
jspwiki,PagePermissionTest
junit,SearchResultImpl
pooka,ResourceManager
jspwiki,UserProfile
castor,J1CollectionHandlers
heritrix,StatisticsSummary
jgraph,SVGMenuBar
megamek,SRMWeapon
lucene,MultiSearcher
jena,ModelRDBMaker
castor,PartialTerminationChoiceDescriptor
fitlibraryforfitnesse,CreateFromClassNameCaller
castor,GeneratorException
columba,TaskManager
sunflow,GridPhotonMap
quartz,MisfireHandler
poi,HSSFRegionUtil
jasperreports,JRTextMeasurerUtil
castor,CharArrayToString
argouml,FigInitialState
pooka,FolderPanel
roller,Categories
jasperreports,MeterShapeEnum
drawswf,UndoAction
freemind,IconsRenderer
jruby,InternalJavaProxyHelper
jruby,IRBMojo
ganttproject,PreviewContainer
roller,RollerMessages
galleon,WeatherConfiguration
argouml,AbstractExtensionMechanismsHelperDecorator
maven,MavenProject
drjava,ColorOptionListener
drjava,State
findbugs,TextUIBugReporter
hsqldb,ContinueException
jasperreports,JRCsvExporterNature
xerces,StAXInputSource
poi,NumberComparisonExamples
displaytag,MessageFormatColumnDecorator
jhotdraw,EditorSample
megamek,ISLRM20IOS
aoi,ViewerPerspectiveControl
tomcat,AnnotationElementValue
pmd,ASTTreeNode
exoportal,XTASMLStatement
heritrix,GeneratorFactory
ganttproject,TipsDialog
jhotdraw,ToggleViewPropertyAction
cobertura,JavaCharStream
argouml,CrInstanceWithoutClassifier
lucene,FacetResultsHandler
drjava,JPDABreakpoint
jena,SpecializedGraph_TripleStore
squirrel_sql,ZoomerXmlBean
emma,instrTask
roller,CreateUser
maven,CacheRecord
maven,JdkPrefixProfileActivator
axion,IfThenFunction
drawswf,ClipActionBuilder
jena,FindTriples
pmd,ClassNameDeclaration
aoi,ViewChangedEvent
jsXe,AttributeDecl
proguard,SourceFileRenamer
jmeter,TestCookieManager
xalan,DecimalFormatProperties
freecol,AIUnit
itext,XmpWriter
jchempaint,GIMatrix
tomcat,PooledParallelSender
proguard,DotClassMarker
jgraphpad,FormatUnlockSize
exoportal,NodeDescriptor
castor,XercesJDK5Serializer
jmeter,SummariserGui
jchempaint,RDFProtonDescriptor_G3RTest
jspwiki,BasicSearchProvider
jhotdraw,SVGRectRadiusHandle
lucene,TrecContentSource
columba,AscendingIcon
tomcat,BodyContentImpl
roller,WeblogCategoryPathComparator
megamek,InfantryArchaicMedusaWhipWeapon
argouml,DeploymentDiagramGraphModel
jext,MethodFunction
wct,LogReaderValidator
lucene,TypeAsPayloadTokenFilter
rssowl,InformationPropertyPage
quilt,TestQCLJars
megamek,GameEncoder
columba,ReplyToMailingListCommand
pooka,ProgressInternalDialog
freecol,StanceTradeItem
argouml,UmlException
jedit,JEditActionContext
jext,KunststoffUtilities
maven,DefaultRepositoryMetadataManager
sandmark,ArrayFolder
jruby,Unsigned32Marshaller
exoportal,PersistentStateManagerImpl
jena,ConversionException
drjava,ThreadMouseAdapter
freecol,AbstractGoods
jung,DelegateToEdgeTransformer
jgraph,4
jedit,AutoDetection
sandmark,HarrisonAppMeasure
findbugs,BackwardTypeQualifierDataflowFactory
exoportal,SessionStatisticListener
roller,PreviewURLModel
xalan,DOM2TO
lucene,DocNameExtractor
jfreechart,NormalizedMatrixSeries
megamek,LoadGameCommand
tomcat,ConnectorMBean
drjava,MenuBar
mvnforum,ForumDAOImplJDBC
poi,TestPropertyBlock
junit,Parameterized
jmeter,JOrphanUtils
exoportal,SessionMonitorListener
weka,AttributeExpression
findbugs,AddMessages
jmeter,FtpTestSamplerGui
jchempaint,IsotopePattern
lucene,AnalyzingQueryParser
exoportal,SmsRecipientsRenderer
pooka,CopyAction
lucene,FacetRequest
xalan,ResultNameSpace
exoportal,PortletObjectsWrapper
columba,Contact
poi,QuickButCruddyTextExtractor
ganttproject,AboutLibraryPanel
fitlibraryforfitnesse,SetUpTearDownNotCalledOnSut
ivatagroupware,PersonTreeNodeRenderer
james,MailRepository
xalan,FilterGenerator
lucene,QueryPhraseMap
findbugs,MatchResult
freecol,ProductionTree
argouml,ActionAddExistingEdge
drjava,QuotedTextToken
jasperreports,RtfServlet
exoportal,Text2HtmlConverterImpl
jext,XInsertReader
openjms,ExportServiceImpl
jasperreports,SimpleChartTheme
weka,JPEGWriter
megamek,PMUtil
argouml,UMLAssociationEndAssociationListModel
megamek,CLChemicalLaserWeapon
jena,N3TurtleJenaWriter
picocontainer,Injector
weka,NeuralOutputs
trove,THashMap
columba,AddToAddressbookAction
jgroups,ReplicatedTree
checkstyle,FallThroughCheckTest
jedit,Interpreter
jruby,Weak
rssowl,ImportExportOPMLTest
jruby,CompiledSharedScopeBlock
picocontainer,PropertyApplying
javacc,RStringLiteral
mvnforum,CategoryBuilderService
drjava,ProcessCreator
pooka,MoveFilterAction
jung,VertexLabel
argouml,XmiFilePersister
weka,BestFirst
jspwiki,PageSizeTag
tomcat,Http11Processor
c_jdbc,BackendInfo
castor,FatalPersistenceException
pooka,RedoAction
findbugs,PreferencesFrame
proguard,ClassPath
jena,TransitiveReasonerFactory
jruby,LastlineGlobalVariable
c_jdbc,Trace
tomcat,JAASRealm
jgroups,UnmodifiableVector
castor,XMLFieldDescriptorImpl
drawswf,TagWriter
james,AbstractNotify
velocity,TreeWalker
tomcat,IntermediateInputStream
jena,AllValuesFromRestrictionImpl
struts,Book
velocity,TestProvider
castor,JDOOneToOneNature
ganttproject,GanttDialogDate
jedit,BrowserIORequest
argouml,BasicLinkButtonUI
findbugs,PackageWarningSuppressor
roller,Weblog
jasperreports,JRAbstractSingleClassCompiler
tapestry,ReadOnlyBean
jhotdraw,DrawingAttributeEditorHandler
poi,SelectionRecord
aoi,CustomDistortionTrack
freecol,FreeColDragGestureRecognizer
freecol,Occupation
ganttproject,ColouredRectanglePainter
aoi,Actor
castor,DistributedCacheFactoryMock
poi,EscherAggregate
jasperreports,CrosstabCell
pooka,SaveAddressAction
proguard,MyListCellRenderer
james,CommandListservProcessor
argouml,UMLStateVertexOutgoingListModel
columba,AccountController
freemind,ColorProperty
castor,DatabaseRegistry
jmeter,TestBeanHelper
roller,DatabaseProvider
jasperreports,JRFillCrosstabRowGroup
jedit,ClassWriter
proguard,MultiClassVisitor
findbugs,ClassDataAnalysisEngine
megamek,MineLauncherHandler
castor,SimpleTypeUnmarshaller
sunflow,Plane
checkstyle,InputInvalidSwitchIndent
poi,TestBugs
jasperreports,ColorPropertyRule
velocity,IntrospectorCacheImpl
megamek,CLNailGun
columba,Account
jgrapht,KShortestPathCompleteGraph4
jgrapht,KShortestPathCompleteGraph5
jgrapht,DefaultEdgeTopologyFactory
columba,XmlElementTest
xerces,DefaultErrorHandler
jgrapht,KShortestPathCompleteGraph6
wct,WCTRuntimeException
columba,ListInfoTreeNode
freemind,NodeDragListener
argouml,UMLCommentAnnotatedElementListModel
castor,LongToFloat
jmeter,CLOption
freecol,MetaItem
jasperreports,JRXmlDataSource
heritrix,ExtractorSWFTest
jgraph,JGraphGraphFactory
columba,MouseTableListener
galleon,AlertsScreen
jspwiki,RawPagesDavProvider
argouml,CrMultipleDeepHistoryStates
antlr,gUnitBaseTest
lucene,OneComparatorScoringNoMaxScoreCollector
mvnforum,MvnForumThreadXML
argouml,CrNoOperations
aoi,PoseTrack
cobertura,MergeTask
roller,ByteArrayResponseWrapper
jasml,Attribute_SourceFile
lucene,WindowsDirectory
jasperreports,JRDesignPie3DPlot
freemind,MoveNodeAction
jena,OWLFBRuleReasonerFactory
jext,CreateTemplate
xalan,BooleanCall
wct,CrawlerActivityReport
poi,EscherTextboxWrapper
fitlibraryforfitnesse,DefinedActionsRepository
weka,EnvironmentField
xalan,KeyIterator
exoportal,UIAdminContentPortlet
findbugs,LockFrameModelingVisitor
struts,TagPluginContextImpl
jung,VertexShapeSizeAspect
poi,TestBiff8EncryptionKey
openjms,ConsumerManagerImpl
aoi,OrientationChoice
findbugs,DetectorNode
freecol,ColonyPanel
castor,JNDIConsumer
jedit,HideLibrariesButton
jgroups,ChannelClosedException
axion,DelegatingRowIterator
fitlibraryforfitnesse,PostFixSpecialCaller
jung,LayoutLensShapePickSupport
argouml,ActionCreateEdgeModelElement
jpf,ApplicationPlugin
exoportal,Folder
exoportal,Backup
megamek,SCL1Weapon
htmlunit,XPathDomNodeList
velocity,Escape
exoportal,UIMessageCenterConfig
rssowl,ModelReference
struts,FirstPassVisitor
megamek,Ruler
aoi,TransparentFragment
jasperreports,JRBaseObjectFactory
galleon,VideocastScreen
megamek,SCLBayWeapon
jasperreports,TableReportContextXmlRule
jfreechart,CSV
jmoney,EntryFilterPanel
jhotdraw,Base64
findbugs,PackageStats
jgroups,SocketAcceptor
xalan,SortingIterator
jgraph,MyModel
checkstyle,StrictDuplicateCodeCheck
drawswf,GradientJRadioButtonMenuItem
exoportal,PortletRenderer
columba,ColorFilterTest
jfreechart,AbstractXYItemLabelGenerator
marauroa,RPAction
findbugs,InstructionHandleMap
jag,TagEngine
poi,ExAviMovie
jasperreports,JRCrosstabCellFactory
sandmark,EditableGraphStyle
proguard,EnclosingMethodAttribute
jasml,LabeledInstructions
tomcat,SessionIDMessage
javacc,RChoice
tomcat,ClassElementValue
emma,ReportGenerator
jruby,CallManyArgsBlockPassNode
findbugs,FindNonShortCircuit
exoportal,DateInputRenderer
jgraph,RichTextEditor
jmeter,HTTPHCAbstractImpl
pooka,NewMessageDisplayPanel
argouml,StartBrowser
xmojo,RelationSupport
megamek,BPodHandler
proguard,ProGuardRunnable
jena,ComplementClassImpl
poi,MyPOIFSReaderListener
picocontainer,BuiltInConverters
jfreechart,StackedBarRenderer
jmeter,TableVisualizer
jag,JagSkeletConfig
log4j,NOPLoggerRepository
tapestry,LoggingAdvice
poi,TestTrim
ganttproject,GanttMPXJOpen
ganttproject,LibraryFieldTableModel
jgraphpad,FormatTextPositionRight
findbugs,BuildNonnullReturnDatabase
jchempaint,RotateModule
jruby,FiberLibrary
xalan,FuncLast
roller,WeblogEntryComment
jedit,BufferOptionPane
jena,DyadicLiteral
weka,ParallelIteratedSingleClassifierEnhancer
openjms,VMConnectionFactory
galleon,FileSystemContainer
jena,AssertionFailureException
jruby,EmbedEvalUnitImpl
castor,FloatToInteger
megamek,InfantryPistolClanPulseLaserPistolWeapon
megamek,MovingEntitySprite
velocity,ASTLENode
axion,RowInsertedEvent
freemind,FileEdgeModel
galleon,Podcast
proguard,ClassPathElement
fitlibraryforfitnesse,TablesMatcher
lucene,TurkishStemmer
picocontainer,Reinjection
freecs,StateRequestHandler
checkstyle,PackageObjectFactory
lucene,CharacterBuffer
jfreechart,ExtendedCategoryAxis
jfreechart,AbstractOverlay
megamek,SantaAnnaChoicePanel
exoportal,UIPortletApplicationMonitor
jasperreports,MapExpressionFactory
jfreechart,StandardBarPainterTests
jedit,StatusBar
argouml,SimpleTag
heritrix,ANVLRecord
freecs,KeepAliveTimeoutChecker
itext,Base64
weka,Saver
webmail,ConfigStore
jchempaint,PDBAtomCustomizer
sandmark,BugCode
megamek,ISLB20XAC
jruby,Factory
jmeter,AjpSampler
htmlunit,DownloadedContent
proguard,FilteredDataEntryWriter
openjms,JndiConfigurationFactory
jspwiki,RSSImageLinkTag
megamek,InfantryArchaicBlackjackWeapon
